Date,Close_MSFT,Return_MSFT,Close_AAPL,Return_AAPL,Close_NVDA,Return_NVDA,Close_AVGO,Return_AVGO,Close_ORCL,Return_ORCL,Close_CRM,Return_CRM,Close_ADBE,Return_ADBE,Close_AMD,Return_AMD,Close_QCOM,Return_QCOM,Close_^GSPC,Return_^GSPC,Close_^VIX,Return_^VIX,Return_SP500,^VIX,Date,Year,Quarter,Month
2018-01-03,79.066162109375,0.46540341037319966,40.26005172729492,-0.017469110510592856,5.246499538421631,6.581399921924125,21.283580780029297,1.0936025266864213,42.05972671508789,2.3161123514052306,103.49940490722656,0.8428251923268126,181.0399932861328,1.8795702843278361,11.550000190734863,5.191262953208109,53.0153694152832,1.1350057911354794,2713.06005859375,0.6398818768781567,9.149999618530272,-6.345965303826784,0.6398818768781567,9.149999618530272,2018-01-03,2018,1,1
2018-01-04,79.76206970214844,0.8801585586141858,40.44707489013672,0.46453781060347143,5.274155616760254,0.5271339134996555,21.29067611694336,0.0333371390246473,42.47405242919922,0.985088935356071,104.8657684326172,1.320165586087585,183.22000122070312,1.2041582055987154,12.119999885559082,4.935062211353536,53.08772659301758,0.13648339817757815,2723.989990234375,0.40286360805039667,9.220000267028809,0.7650344417148736,0.40286360805039667,9.220000267028809,2018-01-04,2018,1,1
2018-01-05,80.7509765625,1.2398209625757994,40.90757751464844,1.1385313419142173,5.318850517272949,0.8474323429263908,21.416831970214844,0.5925403804865059,42.72970962524414,0.601913830734846,106.26161193847656,1.3310764100834982,185.33999633789065,1.157076248806388,11.880000114440918,-1.980196150035629,53.44148254394531,0.6663610850012658,2743.14990234375,0.7033767443369587,9.220000267028809,0.0,0.7033767443369587,9.220000267028809,2018-01-05,2018,1,1
2018-01-08,80.83336639404297,0.10202951722719789,40.75563430786133,-0.37143046843265415,5.481823921203613,3.06407189676432,21.46808242797852,0.23929990128770395,43.179325103759766,1.0522315327179177,107.00870513916016,0.7030697041525702,185.0399932861328,-0.1618663308975754,12.279999732971191,3.3670001235441616,53.28068542480469,-0.300884465561746,2747.7099609375,0.16623439316436617,9.520000457763672,3.253798069916325,0.16623439316436617,9.520000457763672,2018-01-08,2018,1,1
2018-01-09,80.77842712402344,-0.06796607944263844,40.750953674316406,-0.011484629363300858,5.480341911315918,-0.027034977937956395,21.170827865600582,-1.384634903350923,43.41827392578125,0.5533871162814341,107.29377746582033,0.26640106175421785,186.6999969482422,0.8971053406505725,11.81999969482422,-3.7459287308605815,52.47669219970703,-1.5089768809981585,2751.2900390625,0.13029315960912946,10.079999923706056,5.88234704847832,0.13029315960912946,10.079999923706056,2018-01-09,2018,1,1
2018-01-10,80.41215515136719,-0.45342795805356495,40.74160003662109,-0.02295317496143756,5.523307800292969,0.7840001531352225,20.7237548828125,-2.1117406727136467,43.18816757202149,-0.5299758211326,106.9497299194336,-0.32065936582047483,187.1100006103516,0.21960560729044065,11.960000038146973,1.1844360993008785,52.46865463256836,-0.015316451555447141,2748.22998046875,-0.11122268282528491,9.81999969482422,-2.5793673695410413,-0.11122268282528491,9.81999969482422,2018-01-10,2018,1,1
2018-01-11,80.65025329589844,0.29609720580558996,40.9730339050293,0.5680529684651159,5.533183574676514,0.1788018111723133,20.77658462524414,0.25492360207104436,43.32090759277344,0.3073527501035622,107.24461364746094,0.2757218071046008,188.9199981689453,0.9673441038370534,12.140000343322754,1.5050192692446673,52.60533142089844,0.2604922677877042,2767.56005859375,0.7033646478779465,9.880000114440918,0.6110022554106864,0.7033646478779465,9.880000114440918,2018-01-11,2018,1,1
2018-01-12,82.0419921875,1.7256472667176892,41.3961181640625,1.0325919725980404,5.506022930145264,-0.4908683069102415,20.838876724243164,0.2998187629132065,43.8165168762207,1.1440417825639981,108.36522674560548,1.0449131756194996,195.0500030517578,3.244762302681492,12.020000457763672,-0.9884669041635097,52.56513214111328,-0.07641674084993832,2786.239990234375,0.6749602987881076,10.15999984741211,2.83400536161873,0.6749602987881076,10.15999984741211,2018-01-12,2018,1,1
2018-01-16,80.8974609375,-1.3950554094106726,41.18574523925781,-0.5081948118201063,5.435153484344482,-1.2871258746993908,20.75686836242676,-0.39353542372558836,43.88731002807617,0.16156727394707193,107.0381851196289,-1.2246009774813604,192.4600067138672,-1.327862751790554,11.90999984741211,-0.9151464738964554,54.87260437011719,4.389739234002876,2776.419921875,-0.3524487622672101,11.65999984741211,14.763779749288775,-0.3524487622672101,11.65999984741211,2018-01-16,2018,1,1
2018-01-17,82.53648376464844,2.0260497772788266,41.8659782409668,1.6516224187697714,5.5489888191223145,2.094427233853202,20.958721160888672,0.9724626804845871,44.48912048339844,1.3712630255471758,108.16863250732422,1.0561159892910066,196.4900054931641,2.0939408909448787,12.18000030517578,2.2670063914596694,54.68766784667969,-0.3370288790925602,2802.56005859375,0.9415051560751175,11.90999984741211,2.1440823608199766,0.9415051560751175,11.90999984741211,2018-01-17,2018,1,1
